36,0
36,0
36,0
36,0
36,0
35,0
36,0
36,0
36,0
35,0
35,0
36,0
35,0
36,0
35,0
36,0
36,0
35,0
35,0
36,0
36,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
36,0
36,0
35,0
36,0
36,0
36,0
36,0
35,0
35,0
36,0
36,0
35,0
35,0
35,0
35,0
35,0
35,0
36,0
35,0
36,0
35,0
36,0
36,0
36,0
35,0
35,0
35,0
35,0
36,0
35,0
36,0
36,0
36,0
35,0
35,0
36,0
35,0
35,0
35,0
35,0
35,0
36,0
36,0
35,0
36,0
35,0
35,0
35,0
36,0
36,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
36,0
36,0
36,0
36,0
36,0
36,0
35,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
35,0
35,0
36,0
36,0
36,0
36,0
37,0
37,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
37,0
36,0
36,0
37,0
36,0
36,0
37,0
37,0
36,0
36,0
36,0
36,0
37,0
36,0
36,0
37,0
36,0
36,0
36,0
37,0
36,0
36,0
36,0
36,0
37,0
36,0
36,0
36,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
36,0
37,0
36,0
37,0
37,0
36,0
36,0
37,0
36,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
36,0
36,0
37,0
36,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
37,0
38,0
38,0
37,0
37,0
37,0
38,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
38,0
37,0
37,0
38,0
38,0
37,0
37,0
38,0
38,0
38,0
37,0
37,0
38,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
36,0
36,0
37,0
37,0
37,0
37,0
37,0
37,0
37,0
36,0
36,0
37,0
37,0
37,0
36,0
36,0
36,0
36,0
37,0
36,0
36,0
36,0
36,0
37,0
37,0
36,0
36,0
35,0
36,0
35,0
35,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
36,0
35,0
35,0
35,0
35,0
35,0
36,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
34,0
34,0
34,0
34,0
34,0
34,0
34,0
34,0
34,0
33,0
33,0
33,0
33,0
33,0
32,0
29,0
32,0
32,0
32,0
29,0
28,0
32,0
32,0
28,0
28,0
27,0
28,0
28,0
27,0
26,0
27,0
28,0
28,0
29,0
28,0
28,0
29,0
32,0
29,0
27,0
26,0
26,0
26,0
26,0
28,0
28,0
27,0
26,0
25,0
26,0
26,0
25,0
22,0
19,0
21,0
23,0
24,0
24,0
22,0
22,0
22,0
20,0
19,0
16,0
16,0
18,0
21,0
20,0
18,0
17,0
19,0
20,0
20,0
19,0
18,0
17,0
13,0
13,0
18,0
18,0
17,0
16,0
12,0
8,0
3,0
3,0
8,0
16,0
18,0
18,0
20,0
20,0
18,0
12,0
11,0
10,0
9,0
6,0
2,0
3,0
6,0
7,0
8,0
6,0
0,0
-5,0
-9,0
-11,0
-12,0
-4,0
-1,0
-4,0
-7,0
-6,0
-1,0
4,0
6,0
4,0
0,0
-1,0
0,0
3,0
2,0
-1,0
-2,0
0,0
2,0
-4,0
-12,0
-7,0
4,0
10,0
3,0
-8,0
-11,0
-11,0
-13,0
-14,0
-13,0
-17,0
-14,0
-8,0
-3,0
-1,0
-4,0
-6,0
-9,0
-14,0
-17,0
-18,0
-18,0
-13,0
-6,0
-5,0
-10,0
-11,0
-9,0
-11,0
-20,0
-26,0
-28,0
-21,0
-17,0
-20,0
-22,0
-21,0
-14,0
-12,0
-17,0
-18,0
-14,0
-17,0
-22,0
-18,0
-18,0
-17,0
-6,0
0,0
0,0
-2,0
-4,0
-4,0
1,0
1,0
-5,0
-8,0
-10,0
-7,0
-11,0
-27,0
-38,0
-30,0
-25,0
-29,0
-35,0
-34,0
-26,0
-19,0
-19,0
-22,0
-22,0
-12,0
-14,0
-26,0
-33,0
-28,0
-35,0
-34,0
-21,0
-22,0
-28,0
-33,0
-28,0
-24,0
-14,0
-6,0
-10,0
-22,0
-26,0
-20,0
-11,0
-18,0
-26,0
-30,0
-28,0
-22,0
-18,0
-25,0
-37,0
-29,0
-19,0
-21,0
-40,0
-49,0
-40,0
-27,0
-19,0
-14,0
-22,0
-25,0
-20,0
-14,0
-21,0
-29,0
-28,0
-22,0
-20,0
-20,0
-13,0
-1,0
5,0
-3,0
-11,0
-18,0
-9,0
7,0
13,0
2,0
-4,0
3,0
9,0
10,0
5,0
-4,0
-12,0
-9,0
-11,0
-18,0
-20,0
-27,0
-28,0
-20,0
-12,0
-7,0
-9,0
1,0
17,0
17,0
2,0
-22,0
-42,0
-45,0
-38,0
-28,0
-33,0
-33,0
-25,0
-20,0
-22,0
-22,0
-37,0
-52,0
-34,0
-12,0
-8,0
-21,0
-39,0
-46,0
-40,0
-41,0
-52,0
-58,0
-53,0
-45,0
-46,0
-44,0
-40,0
-35,0
-33,0
-26,0
-20,0
-23,0
-33,0
-44,0
-60,0
-52,0
-22,0
-18,0
-30,0
-43,0
-56,0
-55,0
-44,0
-50,0
-58,0
-51,0
